,area,bathroom_num,bedroom_num,city,desc,dev_name,floor_count,floor_num,furnishing,id,id_string,latitude,locality,longitude,post_date,poster_name,price,project,title,trans,type,url,user_type
13868,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,Upper Basement floor,East facing Near by buidling bank, school,collage, playgroupschool,hospital, market,5min walkable distance,LBS marg,Bus stop Railway station,30min Powai and 10min Eastren haiway. 2km distance DMart. In buiding have parking, 24h power backup,water, CCTV, security, boundry wall, garden, playground, podiym parking, swimming pool, gym ,club house.",Integrated Spaces Limited ,21.0,-1.0,Unfurnished,45770529,domcache_srp_45770529,19.1605,Mulund West,72.94767,2020-01-12,Rajiv Jaiswal,30000,Integrated Kamal," 2 BHK Apartment for Rent in Integrated Kamal, Mulund West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Mulund-West-in-Mumbai&id=4d423435373730353239,Agent
13940,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,18 floor,West facing 2 bhk on higher floor in Riviera towers with an excellent view",Lokhandwala Construction Industries Pvt Ltd,21.0,18.0,Unfurnished,46015319,domcache_srp_46015319,19.199249,Kandivali East,72.873699,2019-11-13,Pankaj Asija,30000,Riviera Tower," 2 BHK Apartment for Rent in Riviera Tower, Kandivali East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kandivali-East-in-Mumbai&id=4d423436303135333139,Agent
13947,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,4 floor,West facing Flat available in Multistory tower It is a proper 2 BHK flat with vitrified flooring.",Lokhandwala Construction Industries Pvt Ltd,21.0,4.0,Unfurnished,46055309,domcache_srp_46055309,19.2004299,Kandivali East,72.8714801,2019-11-14,Pankaj Asija,28000,Whispering Palms," 2 BHK Apartment for Rent in Whispering Palms, Kandivali East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kandivali-East-in-Mumbai&id=4d423436303535333039,Agent
13953,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,12 floor,East facing Offering spacious than any other flat. Its near to western express highway. One can easily get the auto and buses for the station Offering a spacious bedroom flat ids available for rent in kandivali east ..The living room of this flat is.                                                                                        (    Kandivali east",Kanakia Spaces Realty Pvt. Ltd.,22.0,12.0,Semi-Furnished,33618995,domcache_srp_33618995,19.2161347733655,Magathane,72.8662271952278,2020-01-03,Ketan Jaiswal,31000,Kanakia Samarpan Tower," 2 BHK Apartment for Rent in Kanakia Samarpan Tower, Magathane 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Magathane-in-Mumbai-r5&id=4d423333363138393935,Agent
13958,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,10 floor,East facing This is a semifurnished spacious 2 BHK apartment located in a society with all the modern amenities. It’s a vaastu compliant apartment.",Sumit Builder and Developer,16.0,10.0,Unfurnished,46619875,domcache_srp_46619875,19.21954008,Rajendra Nagar,72.85856486,2019-12-10,Mehul Suchak,25400,Sumit Sharda Sahaniwas," 2 BHK Apartment for Rent in Sumit Sharda Sahaniwas, Rajendra Nagar 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Rajendra-Nagar-in-Mumbai&id=4d423436363139383735,Agent
13965,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,5 floor,North facing This is a semifurnished spacious 2BHK apartment located in a society with all the modern amenities. It’s a vaastu compliant apartment.",Shethcorp Pvt. Ltd.,8.0,5.0,Semi-Furnished,46953517,domcache_srp_46953517,19.2158016666667,Magathane,72.8658866666667,2019-12-26,Mehul Suchak,31000,Clarion Vasant Marvel," 2 BHK Apartment for Rent in Clarion Vasant Marvel, Magathane 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Magathane-in-Mumbai&id=4d423436393533353137,Agent
13970,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,10 floor,East facing This is a semifurnished spacious 2 BHK apartment located in a society with all the modern amenities. It’s a vaastu compliant apartment.",Sumit Builder and Developer,16.0,10.0,Unfurnished,46542605,domcache_srp_46542605,19.21954008,Rajendra Nagar,72.85856486,2019-12-08,Mehul Suchak,25400,Sumit Sharda Sahaniwas," 2 BHK Apartment for Rent in Sumit Sharda Sahaniwas, Rajendra Nagar 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Rajendra-Nagar-in-Mumbai&id=4d423436353432363035,Agent
14049,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,9 floor,East facing Runwal Heights 2 bhk on rent fully furnished ready to move only veg all amenities",Runwal Developers,14.0,9.0,Furnished,46713663,domcache_srp_46713663,19.1648694,Mulund West,72.93842790000002,2020-01-11,Keshav,37000,Runwal Heights," 2 BHK Apartment for Rent in Runwal Heights, Mulund West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Mulund-West-in-Mumbai&id=4d423436373133363633,Agent
14059,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,4 floor,East facing This is an east facing ready to move In 15 year old unfurnished 2 bhk flat for rent in goregaon East, satellite garden, mumbai andheriDahisar. It is a part of satellite garden. It has 2 bathrooms.It is built over a total area of 950 sq. Ft. With builtUp area 850 sq. Ft. And carpet area 750 sq. Ft. It adorns vitrified flooring.It is on the 4th floor of 7th floors.",Satellite Builders Private Limited,7.0,4.0,Unfurnished,45739429,domcache_srp_45739429,19.1730084,Film City Road,72.8738196,2020-01-13,Ajit  Bodke,38000,Satellite Garden," 2 BHK Apartment for Rent in Satellite Garden, Film City Road 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Film-City-Road-in-Mumbai&id=4d423435373339343239,Agent
14130,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,20 floor,East facing A 2 BHK flat for rent in Alika Nagar, Mumbai AndheriDahisar is available. It is a spacious and thoughtfully designed apartment. This apartment is a part of Acme Oasis.This apartment has 2 bathrooms. The carpet area is 750 sq. ft. It is on the 24th of 38 floors and is available to only families.It is an unfurnished apartment.This property has a internetwifi connectivity. The apartment with 90feet wide road at the front is VaastuFengShui compliant. The flat is east facing with marble flooring.It is a 15 year old property in a gated society.The society has many features for the be",Acme Group,38.0,20.0,Unfurnished,46374487,domcache_srp_46374487,19.200165,Akurli Nagar,72.868551,2020-01-13,Jitu  Sanghavi,35000,Acme Oasis," 2 BHK Apartment for Rent in Acme Oasis, Akurli Nagar 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Akurli-Nagar-in-Mumbai&id=4d423436333734343837,Agent
14135,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,6 floor,East facing 2 BHK flat for Rent in Bholenath Residency.The flat has very spacious Living Room with dining area and 2 Bedrooms.The flat is very well ventilated with cross ventilation and natural sunlight.The flat has  car parking .Call us for Inspection.",Bholenath Developers Ltd.,7.0,6.0,Unfurnished,46364107,domcache_srp_46364107,19.0447922,Chembur,72.8888242,2020-01-12,Sachin  Aswani,38000,Bholenath Residency," 2 BHK Apartment for Rent in Bholenath Residency, Chembur 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chembur-in-Mumbai&id=4d423436333634313037,Agent
14208,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,18 floor,North - East facing well maintained society with all modern amenities flat is good newly painted with modular kitchen done for more details feel free to contact.",Nirmal Lifestyle,28.0,18.0,Unfurnished,43320807,domcache_srp_43320807,19.179115,Lok Housing Colony,72.95762490000001,2020-01-09,Sony,37000,City Of Joy," 2 BHK Apartment for Rent in City Of Joy, Lok Housing Colony 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Lok-Housing-Colony-in-Mumbai-r1&id=4d423433333230383037,Agent
14221,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,4 floor,East facing Available 2 BHK Semi furnished Apartment For rent in Poonam Kirti Chsl Mahakali Caves Road Andheri East. For more information please contact us.",Poonam Group,7.0,4.0,Semi-Furnished,42698549,domcache_srp_42698549,19.136363696269,Andheri East,72.8690696906014,2020-01-08,Vivek Jaiswal,35000,Poonam Kirti," 2 BHK Apartment for Rent in Poonam Kirti, Andheri East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai-r1&id=4d423432363938353439,Agent
14234,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,3 floor,East facing Prime LocationHigher floorSpacious flatKeys AvailableGreat viewGated communitySchools & colleges at walking distanceMalls Hospitals hotels restaurants nearby",Cooperative Group Housing Society,4.0,3.0,Semi-Furnished,47198173,domcache_srp_47198173,19.1756047,Sunder Nagar,72.8403559,2020-01-08,Dhruvin  Shah,35000,Sunder Milan CHS," 2 BHK Apartment for Rent in Sunder Milan CHS, Sunder Nagar 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Sunder-Nagar-in-Mumbai&id=4d423437313938313733,Agent
14250,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,9 floor,East facing prime location N spacious 2 B.H.K. flat available on rent, school, college, garden mall n multiplex in vicinity",Kanakia Spaces Realty Pvt. Ltd.,22.0,9.0,Semi-Furnished,47285287,domcache_srp_47285287,19.2161347733655,Devi Pada,72.8662271952278,2020-01-12,Kamal Pandey,37000,Kanakia Samarpan Tower," 2 BHK Apartment for Rent in Kanakia Samarpan Tower, Devi Pada 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Devi-Pada-in-Mumbai&id=4d423437323835323837,Agent
14283,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,17 floor,West facing Available 2bhk, higher floor, semi furnished & west open  flat for rent in new building named Sethia Kalpavruksh heights on new link road, Kandivali West. 1 allotted stilt car parking available here. Amenities like gym etc are available here. For inspection call us anytime. Possession on 01st January, 2020. School, temples, malls ,supermarket are nearby.",Sethia Infrastructure,21.0,17.0,Semi-Furnished,46573261,domcache_srp_46573261,19.201858333333334,Kandivali West,72.83409666666667,2019-12-13,Darshan  Parekh,35000,Sethia Kalpavruksh Heights," 2 BHK Apartment for Rent in Sethia Kalpavruksh Heights, Kandivali West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kandivali-West-in-Mumbai&id=4d423436353733323631,Agent
14304,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,10 floor,East facing A 2 bhk Semi furnished flat available for rent in Omkar Ananta . Facilities such as Schools, Hospitals, chemist shops, shopping malls, markets, etc are availble at a walk able distance from the apartment. Amenities such as garden, security, lifts, security alarms, parking, intercom facility, etc are available in the apartment. Also the apartment is in a location which is away from traffic noise and the view from flat is beautiful",Omkar Realtors and Developers Pvt. Ltd.,32.0,10.0,Semi-Furnished,47103223,domcache_srp_47103223,19.16885607,Film City Road,72.87786054,2020-01-03,Prabhu Prasad,38000,Omkar Ananta," 2 BHK Apartment for Rent in Omkar Ananta, Film City Road 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Film-City-Road-in-Mumbai&id=4d423437313033323233,Agent
14338,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,10 floor,North - East facing 2bhk spacious beautiful painted. airy . furnished modular kitchen . with pool park club house..",Sheth Enterprises,16.0,10.0,Semi-Furnished,43737541,domcache_srp_43737541,19.040167408505003,Chembur,72.8956623022811,2019-11-22,Savita,39000,Sheth Heights," 2 BHK Apartment for Rent in Sheth Heights, Chembur 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Chembur-in-Mumbai-r1&id=4d423433373337353431,Agent
14347,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,9 floor,East facing it is a 2bhk specious flat.  modular kitchen and reserved car parking space is available,  24hr water is available, society is best for family.  for more details or inspection please contact us.",HDIL,17.0,9.0,Semi-Furnished,45115781,domcache_srp_45115781,19.2106442,Kandivali East,72.8726892,2020-01-04,sanjeet jha,32000,Hill View Park," 2 BHK Apartment for Rent in Hill View Park, Kandivali East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kandivali-East-in-Mumbai-r1&id=4d423435313135373831,Agent
14366,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,15 floor,East facing A 2 BHK apartment is available for rent in Borivali (East), Mumbai Andheri-Dahisar. This apartment is on the 15th of 21 floors in Kanakia Aroha. This 1-5 year old property has a super built-up area of 1000 sq. ft. The built-up area is 800 sq. ft. The carpet area is 600 sq. ft. This is semifurnished apartment. The furnishings include:  * 1 modular kitchenThis apartment comes with 2 bathroom(s). The apartment is available to only families.It is a Feng-Shui/Vaastu Compliant property. The apartment with vitrified flooring. This is an east facing apartment. With features like lift(s), park, maintenance staff, visitor parking, water storage, intercom facility and security/fire alarm, the society offers a convenient living. This property is in a gated society and has full power back up. The society has various amenities like park.There is one covered parking space.The expected monthly rental is Rs. 37000/-(price negotiable). Some of the additional costs include security of Rs. 150000/- (fixed). The brokerage amount is Rs 37000/- (fixed)",Kanakia Spaces Realty Pvt. Ltd.,21.0,15.0,Semi-Furnished,47017303,domcache_srp_47017303,19.22437887,Datta Pada,72.85973005,2019-12-30,Shrinivas Reddy,37000,Kanakia Aroha," 2 BHK Apartment for Rent in Kanakia Aroha, Datta Pada 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Datta-Pada-in-Mumbai&id=4d423437303137333033,Agent
14607,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,5 floor 2 BHK, Multistorey Apartment is available for Rent in Andheri East, Mumbai for 38,000",DSK Developers,12.0,5.0,Unfurnished,46920815,domcache_srp_46920815,19.09698958,Andheri East,72.88535274,2019-12-24,jiten gada,38000,DSK Madhukosh," 2 BHK Apartment for Rent in DSK Madhukosh, Andheri East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai&id=4d423436393230383135,Owner
14740,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,2 floor,North facing Stunning view of Madh and Andheri skyline and city view above Billabong High School from the Flat. Its on higher floor, so natural light and air is in abundance. The Royal Oasis Project is newly occupied by clients. You will get access to untouch flat. Billabong High school is just next to it. State bank of India , Bhoomi Mart super Bazar are in a walking distance of 100 meter to 200 meter.",Royal Realtors Group,21.0,2.0,Unfurnished,46367971,domcache_srp_46367971,19.203436,Jankalyan Nagar,72.8210452,2020-01-12,Anil  Naudiyal,33000,Royal Oasis," 2 BHK Apartment for Rent in Royal Oasis, Jankalyan Nagar 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Jankalyan-Nagar-in-Mumbai&id=4d423436333637393731,Agent
14788,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,11 floor,East facing 2 Bedroom excellent done up fully furnished flat available for Rent in prime location of Borivali East, Near Magathane Telephone exchange, 20 minutes walking from Borivali East Station, superb location, well maintain beautiful tower, Big Complex, 24 hours security, water and power supply, Intercom facility, CCTV Camera etc available for best security purpose",Kanakia Spaces Realty Pvt. Ltd.,21.0,11.0,Furnished,44218919,domcache_srp_44218919,19.2161347733655,Magathane,72.8662271952278,2020-01-11,Sudhir Goyal,38000,Kanakia Samarpan Tower," 2 BHK Apartment for Rent in Kanakia Samarpan Tower, Magathane 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Magathane-in-Mumbai-r2&id=4d423434323138393139,Agent
14797,1000.0,2.0,2,Mumbai,"2 Bath,Semi-Furnished,4 floor,East facing Available 2 BHK Semi furnished Apartment For rent in Poonam Kirti Chsl Mahakali Caves Road Andheri East. For more information please contact us.",Poonam Group,7.0,4.0,Semi-Furnished,44270335,domcache_srp_44270335,19.136363696269,Andheri East,72.8690696906014,2019-12-06,Vivek Jaiswal,35000,Poonam Kirti," 2 BHK Apartment for Rent in Poonam Kirti, Andheri East 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Andheri-East-in-Mumbai-r1&id=4d423434323730333335,Agent
14799,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,5 floor,West facing This 2 BHK Flat lies on fifth floor and it has spacious 2 bathroom You get this Flat on a monthly rental of 35000.",RNA Corporation,8.0,5.0,Furnished,42029735,domcache_srp_42029735,19.207669,Kandivali West,72.83450400000002,2020-01-13,Bhavin yogi,35000,RNA Regency Park," 2 BHK Apartment for Rent in RNA Regency Park, Kandivali West 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Kandivali-West-in-Mumbai&id=4d423432303239373335,Agent
14808,1000.0,2.0,2,Mumbai,"2 Bath,Unfurnished,10 floor,East facing Prime LocationHigher floorSpacious flatKeys AvailableGreat viewGated communitySchools & colleges at walking distanceMalls Hospitals hotels restaurants nearby",Kiran Builders,14.0,10.0,Unfurnished,47230289,domcache_srp_47230289,19.182353,Ekta Nagar,72.8375309,2020-01-09,Dhruvin  Shah,37000,Kiran Tower," 2 BHK Apartment for Rent in Kiran Tower, Ekta Nagar 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Ekta-Nagar-in-Mumbai&id=4d423437323330323839,Agent
14831,1000.0,2.0,2,Mumbai,"2 Bath,Furnished,3 floor,North facing A very good 2 bhk flat for rent in  sunder nagar,malad  (West), mumbai . It is a superb property and offers an excellent view. The flat is furnished with multiple amenities and promises a comfortable stay. It is feng shui/vaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a piped-Gas. It has a super built-Up area of 1000 sq. Ft. Other facilities include lift(S), visitor parking, water storage, intercom facility and security/fire alarm etc. It also has vitrified flooring. West facing.",Cooperative Group Housing Society,7.0,3.0,Furnished,44127997,domcache_srp_44127997,0.0,Savarkar Chowk,0.0,2019-12-30,Sanjay  Sharma,39000,Mandlik Nagar CHS Ltd," 2 BHK Apartment for Rent in Mandlik Nagar CHS Ltd, Savarkar Chowk 1000 sqft",Rent,Apartment,/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Savarkar-Chowk-in-Mumbai-r1&id=4d423434313237393937,Agent
